ID,Group,Input Ingredients,Output Item
bibliocraft:oak_seatback3,bibliocraft,"minecraft:wooden_slab
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback3
bibliocraft:spruce_seatback3,bibliocraft,"minecraft:wooden_slab:1
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback3:1
bibliocraft:birch_seatback3,bibliocraft,"minecraft:wooden_slab:2
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback3:2
bibliocraft:jungle_seatback3,bibliocraft,"minecraft:wooden_slab:3
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback3:3
bibliocraft:acacia_seatback3,bibliocraft,"minecraft:wooden_slab:4
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback3:4
bibliocraft:darkoak_seatback3,bibliocraft,"minecraft:wooden_slab:5
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback3:5
bibliocraft:framed_seatback3,bibliocraft,"bibliocraft:framingboard
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback3:6
bibliocraft:oak_seatback5,bibliocraft,"minecraft:wooden_slab
minecraft:wooden_slab
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback5
bibliocraft:spruce_seatback5,bibliocraft,"minecraft:wooden_slab:1
minecraft:wooden_slab:1
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback5:1
bibliocraft:birch_seatback5,bibliocraft,"minecraft:wooden_slab:2
minecraft:wooden_slab:2
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback5:2
bibliocraft:jungle_seatback5,bibliocraft,"minecraft:wooden_slab:3
minecraft:wooden_slab:3
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback5:3
bibliocraft:acacia_seatback5,bibliocraft,"minecraft:wooden_slab:4
minecraft:wooden_slab:4
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback5:4
bibliocraft:darkoak_seatback5,bibliocraft,"minecraft:wooden_slab:5
minecraft:wooden_slab:5
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback5:5
bibliocraft:framed_seatback5,bibliocraft,"bibliocraft:framingboard
bibliocraft:framingboard
bibliocraft:seatback2 | bibliocraft:seatback2:1 | bibliocraft:seatback2:2 | bibliocraft:seatback2:3 | bibliocraft:seatback2:4 | bibliocraft:seatback2:5 | bibliocraft:seatback2:6",bibliocraft:seatback5:6
bibliocraft:slottedbook,bibliocraft,"minecraft:writable_book
bibliocraft:label | bibliocraft:label:1 | bibliocraft:label:2 | bibliocraft:label:3 | bibliocraft:label:4 | bibliocraft:label:5 | bibliocraft:label:6","bibliocraft:slottedbook {authorName:""by Sir Hidington""}"
bibliocraft:white_dyed_swordpedestal,bibliocraft,"minecraft:dye:15
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal
bibliocraft:orange_dyed_swordpedestal,bibliocraft,"minecraft:dye:7
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:1
bibliocraft:purple_dyed_swordpedestal,bibliocraft,"minecraft:dye:12
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:10
bibliocraft:blue_dyed_swordpedestal,bibliocraft,"minecraft:dye:4
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:11
bibliocraft:brown_dyed_swordpedestal,bibliocraft,"minecraft:dye:5
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:12
bibliocraft:green_dyed_swordpedestal,bibliocraft,"minecraft:dye:13
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:13
bibliocraft:red_dyed_swordpedestal,bibliocraft,"minecraft:dye:9
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:14
bibliocraft:black_dyed_swordpedestal,bibliocraft,"minecraft:dye:3
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:15
bibliocraft:magenta_dyed_swordpedestal,bibliocraft,"minecraft:dye:8
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:2
bibliocraft:lightblue_dyed_swordpedestal,bibliocraft,"minecraft:dye
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:3
bibliocraft:yellow_dyed_swordpedestal,bibliocraft,"minecraft:dye:1
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:4
bibliocraft:lime_dyed_swordpedestal,bibliocraft,"minecraft:dye:14
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:5
bibliocraft:pink_dyed_swordpedestal,bibliocraft,"minecraft:dye:11
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:6
bibliocraft:gray_dyed_swordpedestal,bibliocraft,"minecraft:dye:10
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:7
bibliocraft:lightgray_dyed_swordpedestal,bibliocraft,"minecraft:dye:2
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:8
bibliocraft:cyan_dyed_swordpedestal,bibliocraft,"minecraft:dye:6
bibliocraft:swordpedestal | bibliocraft:swordpedestal:1 | bibliocraft:swordpedestal:2 | bibliocraft:swordpedestal:3 | bibliocraft:swordpedestal:4 | bibliocraft:swordpedestal:5 | bibliocraft:swordpedestal:6 | bibliocraft:swordpedestal:7 | bibliocraft:swordpedestal:8 | bibliocraft:swordpedestal:9 | bibliocraft:swordpedestal:10 | bibliocraft:swordpedestal:11 | bibliocraft:swordpedestal:12 | bibliocraft:swordpedestal:14 | bibliocraft:swordpedestal:15",bibliocraft:swordpedestal:9
bibliocraft:white_dyed_typewriter,bibliocraft,"minecraft:dye:15
bibliocraft:typewriter | bibliocraft:typewriter:1 | bibliocraft:typewriter:2 | bibliocraft:typewriter:3 | bibliocraft:typewriter:4 | bibliocraft:typewriter:5 | bibliocraft:typewriter:6 | bibliocraft:typewriter:7 | bibliocraft:typewriter:8 | bibliocraft:typewriter:9 | bibliocraft:typewriter:10 | bibliocraft:typewriter:11 | bibliocraft:typewriter:12 | bibliocraft:typewriter:14 | bibliocraft:typewriter:15",bibliocraft:typewriter
bibliocraft:orange_dyed_typewriter,bibliocraft,"minecraft:dye:7
bibliocraft:typewriter | bibliocraft:typewriter:1 | bibliocraft:typewriter:2 | bibliocraft:typewriter:3 | bibliocraft:typewriter:4 | bibliocraft:typewriter:5 | bibliocraft:typewriter:6 | bibliocraft:typewriter:7 | bibliocraft:typewriter:8 | bibliocraft:typewriter:9 | bibliocraft:typewriter:10 | bibliocraft:typewriter:11 | bibliocraft:typewriter:12 | bibliocraft:typewriter:14 | bibliocraft:typewriter:15",bibliocraft:typewriter:1
bibliocraft:purple_dyed_typewriter,bibliocraft,"minecraft:dye:12
bibliocraft:typewriter | bibliocraft:typewriter:1 | bibliocraft:typewriter:2 | bibliocraft:typewriter:3 | bibliocraft:typewriter:4 | bibliocraft:typewriter:5 | bibliocraft:typewriter:6 | bibliocraft:typewriter:7 | bibliocraft:typewriter:8 | bibliocraft:typewriter:9 | bibliocraft:typewriter:10 | bibliocraft:typewriter:11 | bibliocraft:typewriter:12 | bibliocraft:typewriter:14 | bibliocraft:typewriter:15",bibliocraft:typewriter:10
bibliocraft:blue_dyed_typewriter,bibliocraft,"minecraft:dye:4
bibliocraft:typewriter | bibliocraft:typewriter:1 | bibliocraft:typewriter:2 | bibliocraft:typewriter:3 | bibliocraft:typewriter:4 | bibliocraft:typewriter:5 | bibliocraft:typewriter:6 | bibliocraft:typewriter:7 | bibliocraft:typewriter:8 | bibliocraft:typewriter:9 | bibliocraft:typewriter:10 | bibliocraft:typewriter:11 | bibliocraft:typewriter:12 | bibliocraft:typewriter:14 | bibliocraft:typewriter:15",bibliocraft:typewriter:11
bibliocraft:brown_dyed_typewriter,bibliocraft,"minecraft:dye:5
bibliocraft:typewriter | bibliocraft:typewriter:1 | bibliocraft:typewriter:2 | bibliocraft:typewriter:3 | bibliocraft:typewriter:4 | bibliocraft:typewriter:5 | bibliocraft:typewriter:6 | bibliocraft:typewriter:7 | bibliocraft:typewriter:8 | bibliocraft:typewriter:9 | bibliocraft:typewriter:10 | bibliocraft:typewriter:11 | bibliocraft:typewriter:12 | bibliocraft:typewriter:14 | bibliocraft:typewriter:15",bibliocraft:typewriter:12
bibliocraft:green_dyed_typewriter,bibliocraft,"minecraft:dye:13
bibliocraft:typewriter | bibliocraft:typewriter:1 | bibliocraft:typewriter:2 | bibliocraft:typewriter:3 | bibliocraft:typewriter:4 | bibliocraft:typewriter:5 | bibliocraft:typewriter:6 | bibliocraft:typewriter:7 | bibliocraft:typewriter:8 | bibliocraft:typewriter:9 | bibliocraft:typewriter:10 | bibliocraft:typewriter:11 | bibliocraft:typewriter:12 | bibliocraft:typewriter:14 | bibliocraft:typewriter:15",bibliocraft:typewriter:13
bibliocraft:red_dyed_typewriter,bibliocraft,"minecraft:dye:9
bibliocraft:typewriter | bibliocraft:typewriter:1 | bibliocraft:typewriter:2 | bibliocraft:typewriter:3 | bibliocraft:typewriter:4 | bibliocraft:typewriter:5 | bibliocraft:typewriter:6 | bibliocraft:typewriter:7 | bibliocraft:typewriter:8 | bibliocraft:typewriter:9 | bibliocraft:typewriter:10 | bibliocraft:typewriter:11 | bibliocraft:typewriter:12 | bibliocraft:typewriter:14 | bibliocraft:typewriter:15",bibliocraft:typewriter:14
bibliocraft:black_dyed_typewriter,bibliocraft,"minecraft:dye:3
bibliocraft:typewriter | bibliocraft:typewriter:1 | bibliocraft:typewriter:2 | bibliocraft:typewriter:3 | bibliocraft:typewriter:4 | bibliocraft:typewriter:5 | bibliocraft:typewriter:6 | bibliocraft:typewriter:7 | bibliocraft:typewriter:8 | bibliocraft:typewriter:9 | bibliocraft:typewriter:10 | bibliocraft:typewriter:11 | bibliocraft:typewriter:12 | bibliocraft:typewriter:14 | bibliocraft:typewriter:15",bibliocraft:typewriter:15
bibliocraft:magenta_dyed_typewriter,bibliocraft,"minecraft:dye:8
bibliocraft:typewriter | bibliocraft:typewriter:1 | bibliocraft:typewriter:2 | bibliocraft:typewriter:3 | bibliocraft:typewriter:4 | bibliocraft:typewriter:5 | bibliocraft:typewriter:6 | bibliocraft:typewriter:7 | bibliocraft:typewriter:8 | bibliocraft:typewriter:9 | bibliocraft:typewriter:10 | bibliocraft:typewriter:11 | bibliocraft:typewriter:12 | bibliocraft:typewriter:14 | bibliocraft:typewriter:15",bibliocraft:typewriter:2
bibliocraft:lightblue_dyed_typewriter,bibliocraft,"minecraft:dye
bibliocraft:typewriter | bibliocraft:typewriter:1 | bibliocraft:typewriter:2 | bibliocraft:typewriter:3 | bibliocraft:typewriter:4 | bibliocraft:typewriter:5 | bibliocraft:typewriter:6 | bibliocraft:typewriter:7 | bibliocraft:typewriter:8 | bibliocraft:typewriter:9 | bibliocraft:typewriter:10 | bibliocraft:typewriter:11 | bibliocraft:typewriter:12 | bibliocraft:typewriter:14 | bibliocraft:typewriter:15",bibliocraft:typewriter:3
bibliocraft:yellow_dyed_typewriter,bibliocraft,"minecraft:dye:1
bibliocraft:typewriter | bibliocraft:typewriter:1 | bibliocraft:typewriter:2 | bibliocraft:typewriter:3 | bibliocraft:typewriter:4 | bibliocraft:typewriter:5 | bibliocraft:typewriter:6 | bibliocraft:typewriter:7 | bibliocraft:typewriter:8 | bibliocraft:typewriter:9 | bibliocraft:typewriter:10 | bibliocraft:typewriter:11 | bibliocraft:typewriter:12 | bibliocraft:typewriter:14 | bibliocraft:typewriter:15",bibliocraft:typewriter:4
bibliocraft:lime_dyed_typewriter,bibliocraft,"minecraft:dye:14
bibliocraft:typewriter | bibliocraft:typewriter:1 | bibliocraft:typewriter:2 | bibliocraft:typewriter:3 | bibliocraft:typewriter:4 | bibliocraft:typewriter:5 | bibliocraft:typewriter:6 | bibliocraft:typewriter:7 | bibliocraft:typewriter:8 | bibliocraft:typewriter:9 | bibliocraft:typewriter:10 | bibliocraft:typewriter:11 | bibliocraft:typewriter:12 | bibliocraft:typewriter:14 | bibliocraft:typewriter:15",bibliocraft:typewriter:5
bibliocraft:pink_dyed_typewriter,bibliocraft,"minecraft:dye:11
bibliocraft:typewriter | bibliocraft:typewriter:1 | bibliocraft:typewriter:2 | bibliocraft:typewriter:3 | bibliocraft:typewriter:4 | bibliocraft:typewriter:5 | bibliocraft:typewriter:6 | bibliocraft:typewriter:7 | bibliocraft:typewriter:8 | bibliocraft:typewriter:9 | bibliocraft:typewriter:10 | bibliocraft:typewriter:11 | bibliocraft:typewriter:12 | bibliocraft:typewriter:14 | bibliocraft:typewriter:15",bibliocraft:typewriter:6
bibliocraft:gray_dyed_typewriter,bibliocraft,"minecraft:dye:10
bibliocraft:typewriter | bibliocraft:typewriter:1 | bibliocraft:typewriter:2 | bibliocraft:typewriter:3 | bibliocraft:typewriter:4 | bibliocraft:typewriter:5 | bibliocraft:typewriter:6 | bibliocraft:typewriter:7 | bibliocraft:typewriter:8 | bibliocraft:typewriter:9 | bibliocraft:typewriter:10 | bibliocraft:typewriter:11 | bibliocraft:typewriter:12 | bibliocraft:typewriter:14 | bibliocraft:typewriter:15",bibliocraft:typewriter:7
bibliocraft:lightgray_dyed_typewriter,bibliocraft,"minecraft:dye:2
bibliocraft:typewriter | bibliocraft:typewriter:1 | bibliocraft:typewriter:2 | bibliocraft:typewriter:3 | bibliocraft:typewriter:4 | bibliocraft:typewriter:5 | bibliocraft:typewriter:6 | bibliocraft:typewriter:7 | bibliocraft:typewriter:8 | bibliocraft:typewriter:9 | bibliocraft:typewriter:10 | bibliocraft:typewriter:11 | bibliocraft:typewriter:12 | bibliocraft:typewriter:14 | bibliocraft:typewriter:15",bibliocraft:typewriter:8
bibliocraft:cyan_dyed_typewriter,bibliocraft,"minecraft:dye:6
bibliocraft:typewriter | bibliocraft:typewriter:1 | bibliocraft:typewriter:2 | bibliocraft:typewriter:3 | bibliocraft:typewriter:4 | bibliocraft:typewriter:5 | bibliocraft:typewriter:6 | bibliocraft:typewriter:7 | bibliocraft:typewriter:8 | bibliocraft:typewriter:9 | bibliocraft:typewriter:10 | bibliocraft:typewriter:11 | bibliocraft:typewriter:12 | bibliocraft:typewriter:14 | bibliocraft:typewriter:15",bibliocraft:typewriter:9
biomesoplenty:black_dye_from_deathbloom,,biomesoplenty:flower_0:2,biomesoplenty:black_dye x2
biomesoplenty:black_dye_from_enderlotus,,biomesoplenty:flower_0:10,biomesoplenty:black_dye x2
biomesoplenty:blue_dye_from_blue_milk_cap,,biomesoplenty:mushroom:2,biomesoplenty:blue_dye x2
biomesoplenty:blue_dye_from_bluebells,,biomesoplenty:flower_1:2,biomesoplenty:blue_dye x2
biomesoplenty:brown_dye_from_cattail,,biomesoplenty:plant_1:4,biomesoplenty:brown_dye x2
biomesoplenty:brown_dye_from_double_cattail,,biomesoplenty:double_plant:1,biomesoplenty:brown_dye x2
biomesoplenty:brown_dye_from_flat_mushroom,,biomesoplenty:mushroom:4,biomesoplenty:brown_dye x2
thermalfoundation:gem,thermalfoundation,"ore:oreAmethyst
ore:dustPetrotheum",biomesoplenty:gem x2
biomesoplenty:amethyst,,ore:blockAmethyst,biomesoplenty:gem x9
thermalfoundation:gem_1,thermalfoundation,"ore:oreRuby
ore:dustPetrotheum",biomesoplenty:gem:1 x2
biomesoplenty:ruby,,ore:blockRuby,biomesoplenty:gem:1 x9
thermalfoundation:gem_2,thermalfoundation,"ore:orePeridot
ore:dustPetrotheum",biomesoplenty:gem:2 x2
biomesoplenty:peridot,,ore:blockPeridot,biomesoplenty:gem:2 x9
thermalfoundation:gem_3,thermalfoundation,"ore:oreTopaz
ore:dustPetrotheum",biomesoplenty:gem:3 x2
biomesoplenty:topaz,,ore:blockTopaz,biomesoplenty:gem:3 x9
thermalfoundation:gem_4,thermalfoundation,"ore:oreTanzanite
ore:dustPetrotheum",biomesoplenty:gem:4 x2
biomesoplenty:tanzanite,,ore:blockTanzanite,biomesoplenty:gem:4 x9
thermalfoundation:gem_5,thermalfoundation,"ore:oreMalachite
ore:dustPetrotheum",biomesoplenty:gem:5 x2
biomesoplenty:malachite,,ore:blockMalachite,biomesoplenty:gem:5 x9
thermalfoundation:gem_6,thermalfoundation,"ore:oreSapphire
ore:dustPetrotheum",biomesoplenty:gem:6 x2
biomesoplenty:sapphire,,ore:blockSapphire,biomesoplenty:gem:6 x9
thermalfoundation:gem_7,thermalfoundation,"ore:oreAmber
ore:dustPetrotheum",biomesoplenty:gem:7 x2
biomesoplenty:amber,,ore:blockAmber,biomesoplenty:gem:7 x9
biomesoplenty:mud_from_dirt,,"ore:dirt
minecraft:water_bucket",biomesoplenty:mud
crafttweaker:ct_shapeless-1113116431,,biomesoplenty:log_0:4,biomesoplenty:planks_0 x2
crafttweaker:ct_shapeless274035945,,biomesoplenty:log_0:5,biomesoplenty:planks_0:1 x2
crafttweaker:ct_shapeless-201346394,,biomesoplenty:log_2:6,biomesoplenty:planks_0:10 x2
crafttweaker:ct_shapeless1525058024,,biomesoplenty:log_2:7,biomesoplenty:planks_0:11 x2
crafttweaker:ct_shapeless-159695257,,biomesoplenty:log_3:4,biomesoplenty:planks_0:12 x2
crafttweaker:ct_shapeless1566709161,,biomesoplenty:log_3:5,biomesoplenty:planks_0:13 x2
crafttweaker:ct_shapeless-1001853717,,biomesoplenty:log_3:6,biomesoplenty:planks_0:14 x2
crafttweaker:ct_shapeless724550701,,biomesoplenty:log_3:7,biomesoplenty:planks_0:15 x2
crafttweaker:ct_shapeless2000440363,,biomesoplenty:log_0:6,biomesoplenty:planks_0:2 x2
crafttweaker:ct_shapeless-568122515,,biomesoplenty:log_0:7,biomesoplenty:planks_0:3 x2
crafttweaker:ct_shapeless2042091500,,biomesoplenty:log_1:4,biomesoplenty:planks_0:4 x2
crafttweaker:ct_shapeless-526471378,,biomesoplenty:log_1:5,biomesoplenty:planks_0:5 x2
crafttweaker:ct_shapeless1199933040,,biomesoplenty:log_1:6,biomesoplenty:planks_0:6 x2
crafttweaker:ct_shapeless-1368629838,,biomesoplenty:log_1:7,biomesoplenty:planks_0:7 x2
crafttweaker:ct_shapeless1241584177,,biomesoplenty:log_2:4,biomesoplenty:planks_0:8 x2
crafttweaker:ct_shapeless-1326978701,,biomesoplenty:log_2:5,biomesoplenty:planks_0:9 x2
biomesoplenty:leaf_pile,,ore:treeLeaves,biomesoplenty:plant_0:11
biomesoplenty:bowl_of_rice,,"minecraft:bowl:*
biomesoplenty:plant_1:3",biomesoplenty:ricebowl
biomesoplenty:shroom_powder,,biomesoplenty:mushroom,biomesoplenty:shroompowder
biomesoplenty:fern_terrarium,minecraft:terrarium,"ore:grass
minecraft:tallgrass:2
biomesoplenty:jar_empty",biomesoplenty:terrarium
biomesoplenty:mushroom_terrarium,minecraft:terrarium,"minecraft:mycelium
minecraft:red_mushroom
biomesoplenty:jar_empty",biomesoplenty:terrarium:1
